,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,programaNome,programaDenominacao,dePublicoAlvo,deEixoAdministrativo,horizonteTemporal,dataInicio,dataFim,deTipoPrograma,justificativa,anoMonitoramento,quadrimestreMonitoramento,TipoDado,Ano,Quadrimestre
551,15004,Corpo de Bombeiro Militar,CBM,1526,2103,DEFESA CONTRA SINISTRO,O Programa prevê  duas Ações - uma de Obras e Construções  Públicas e outra de Aquisição de Materiais e Bens Permanentes,Toda população do Estado,Segurança Pública,temporário,2023-01-01T00:00:00,2027-12-01T00:00:00,Finalístico,"Permitir com base no orçamento anualmente aprovado que a Corporação realize  o planejamento das obras e construções estruturais das instalações da Corporação, bem como  planejar e executar as  aquisições de equipamentos e materiais permanentes utilizados nas ações de prevenção e combate a incêndios, busca, salvamentos, resgates, atendimento pré-hospitalar, proteção ao meio ambiente, ações de Defesa Civil e outras ações correlatas as atividades Bombeiro Militar, buscando garantir o bem estar social, proporcionando segurança e qualidade na execução dos serviço da Instituição prestado a toda população rondoniense.",2024,3,Programa,2024,3
552,15004,Corpo de Bombeiro Militar,CBM,1529,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"O Programa inicialmente prevê uma Ação de Gestão e Manutenção Administrativa das Unidades da Corporação, com  despesas de custeio dos  insumos operacionais e administrativo da Instituição.",Toda sociedade rondoniense,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Permitir com base no orçamento anualmente aprovado, que a Corporação realize o planejamento das despesas previstas com as atividades operacionais e administrativas ordinárias, garantindo a manutenção das instalações e a continuidade de atendimento ao público interno e externo assegurando a regularidade na execução de todas as atividades da instituição.",2024,3,Programa,2024,3
553,15004,Corpo de Bombeiro Militar,CBM,1697,2193,GESTÃO INTEGRADA DE RISCOS E DESASTRES,"Minimizar os efeitos de eventuais desastres naturais que venham afetar o Estado de Rondônia, atuando nas fases de prevenção, preparação, resposta e recuperação.
",População rondoniense em situação de risco de violação de direitos ou que já sofrerem violação.,Segurança Pública,continuo,2024-09-01T00:00:00,,Finalístico,"O direito natural à vida e à incolumidade foi formalmente reconhecida pela Constituição Federativa do Brasil. Compete à Defesa Civil a garantia desse direito, em circunstâncias de desastre.",2024,3,Programa,2024,3
554,15005,Polícia Militar,PM,1602,2182,CIDADÃO PROTEGIDO E SEGURO,"A busca por um ambiente seguro e protegido é um anseio de toda a sociedade, no entanto, muitas regiões ainda sofrem com altos índices de criminalidade e violência, o que compromete a qualidade de vida dos cidadãos. Diante desse contexto, surge a necessidade de refletir sobre o ideal do ""Cidadão Protegido e Seguro"" e discutir os elementos necessários para alcançá-lo. O programa busca essencialmente o investimento adequado em segurança pública, incluindo, para tanto, recursos para a capacitação e o aumento do efetivo policial, investimento em tecnologia e modernização do aparato policial e a implementação de políticas de prevenção ao crime. Esse caminho perpassa pela manutenção da ordem pública, desde a presença policial ostensiva e a resposta rápida às ocorrências fortalecendo a confiança dos cidadãos e inibindo a prática de delitos, até a prevenção por meio de disseminação de informações e conhecimento à sociedade com vistas a conscientização da população, capacitando-a para lidar com situações de perigo. Além das ações do Estado, a participação ativa da comunidade é um pilar fundamental na construção de um ambiente seguro com o objetivo comum a ser perseguido por toda a sociedade por meio de conjuntos de esforços e políticas eficazes transformando essa visão em uma realidade concreta para todos os cidadãos."," população de pessoas residentes no Estado de Rondônia e ""visitantes momentâneos""",Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"no cenário estadual podemos verificar que ao longo dos anos o orçamento vem sendo repetido, não levando em consideração as diversas suplementações orçamentárias que ao longo dos anos vêm sendo aportadas. Ou seja, a suplementação se tornou prática rotineira em detrimento do adequado planejamento de tão importante Força Pública. A avaliação é de que essa prática interfere de fato no planejamento estratégico e organizacional da instituição e, especialmente, para redução da capacidade de organização, investimentos e inovações na área de segurança pública. Outro fenômeno é a aglutinação de ações dentro de um único programa denominado ""MANTER A OPERACIONALIDADE"", pois a consequência direta disso é a franca dificuldade tanto no planejamento, quanto na leitura dos indicadores de resultado. ",2024,3,Programa,2024,3
555,15005,Polícia Militar,PM,1604,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"A formação e capacitação dos policiais militares são pressupostos fundamentais para o fortalecimento da Polícia Militar de Rondônia. Assim, investir na educação e treinamento dos militares é essencial para os preparar para lidar com os desafios e demandas da segurança pública, posto que, ao fornecer cursos atualizados, técnicas avançadas de abordagem, capacitação em resolução de conflitos e conscientização sobre direitos humanos sob o aspecto da formação contínua dos policiais militares, viabiliza uma atuação mais profissional e eficiente da instituição. Outro fator primordial ao fortalecimento da corporação remete à saúde do policial militar enquanto detentor pleno de direitos humanos, na conta de que é essencial oferecer condições adequadas de trabalho, incluindo a melhoria das estruturas das unidades policiais e a implementação de programas de saúde e bem-estar como forma de promover a melhoria da qualidade de vida e consequente melhora do rendimento profissional do militar. Outro fator de fortalecimento institucional é a reafirmação de princípios consuetudinários orgânicos das corporações militares, consubstanciados na convivência laboral e social nos quartéis, porque esses aquartelamentos acarretam em sentimento de pertencimento e soberania a sociedade como um todo. Assim, os recursos para a reforma de instalações policiais devem ser considerados investimentos importantes para o fortalecimento da Polícia Militar de Rondônia, como forma de melhorar as condições físicas dos aquartelamentos. Além disso, a reforma de novas instalações em áreas estratégicas permite um maior alcance e cobertura policial, proporcionando um senso de presença e segurança para a população. Em outras palavras, o investimento em infraestrutura demonstra o compromisso do Estado em prover as condições adequadas para que a Polícia Militar exerça suas funções com excelência.",Policiais Militares servidores civis e Corporação de forma institucional.,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"A falta de formação e capacitação adequadas dos policiais militares pode comprometer sua eficiência no enfrentamento das diferentes situações de segurança pública, resultando em ações inadequadas e possíveis violações de direitos humanos. De igual modo, a ausência de investimentos na saúde policial pode levar ao esgotamento físico e emocional dos agentes, prejudicando sua capacidade de resposta e afetando negativamente seu bem-estar. Ademais, a carência de reformas das instalações policiais resulta em condições de trabalho precárias, desmotivação dos colaboras e limitação na atuação policial. Isso compromete a segurança tanto dos policiais quanto da população em geral.",2024,3,Programa,2024,3
556,15006,Superintendência de Polícia Técnico-Científica,Politec,1582,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO","Aperfeiçoar a capacidade de planejamento, de gestão e para inovar no caminho da integração e possibilitar a promoção da paz social em uma perspectiva local e sistêmica.
",População do Estado no que tange segurança pública,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"A gestão de segurança pública necessita implementar os princípios, diretrizes e objetivos da Política Nacional de Segurança Pública e Defesa Social e promover ações estratégicas com práticas que possam permitir o contato com o cidadão, desenvolvimento da capacidade inovadora, de governança e estruturação, com observância do amparo legal e marco regulatório (regulamentação, normatização e legislação) e práticas de gestão que utilizem tais instrumentos: planejamento estratégico e sistêmico, programas e projetos, uso de indicadores de desempenho, gestão do conhecimento, gestão financeira e orçamentária.",2024,3,Programa,2024,3
557,15006,Superintendência de Polícia Técnico-Científica,Politec,1587,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidades orçamentárias do Poder Executivo,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,3,Programa,2024,3
558,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1661,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Promover a Gestão Administrativa das Unidades da Polícia Civil,"Unidades Administrativas, Operacioais, Servidores da Polícia Civil e População do Estado de Rondônia",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,3,Programa,2024,3
559,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1662,2110,MODERNIZAÇÃO DA GESTÃO PÚBLICA,Promover a modernização tecnológica das Unidades da Polícia Civil,"Unidades Administrativas, Operacionais e Servidores da Polícia Civil",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,Necessidade urgente de atualização do parque de equipamentos de informática e criação de rede na Polícia Civil através da contratação de serviço de terceiros e aquisição de equipamentos e insumos necessários,2024,3,Programa,2024,3
560,15011,Fundo Especial de Reequipamento Policial,FUNRESPOL,1666,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO",Promover a segurança de pessoas e bens no Estado de Rondônia através da implementação de ações que visem assegurar o pleno funcionamento das unidades da Polícia Civil e a atuação de seus servidores.,População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,Cumprir o ofício constitucional da Polícia Civil promovendo a segurança pessoal e patrimonial dos cidadãos através de ações voltadas para a solução de crimes e contravenções penais.,2024,3,Programa,2024,3
561,15014,Fundo Especial do Corpo de Bombeiros Militar do Estado de Rondônia,Funesbom,1513,2103,DEFESA CONTRA SINISTRO,"Quartéis construídos, reformados e ampliados",População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"Planejar, coordenar e controlar a execução dos serviços de prevenção e combate a incêndios; busca, salvamento e resgate; atendimento pré-hospitalar; proteção do meio ambiente e ações de defesa civil; de forma integrada, tecnicamente moderna, eficaz e proativa promovendo o bem estar social e propiciando segurança e qualidade de vida à população.",2024,3,Programa,2024,3
562,15014,Fundo Especial do Corpo de Bombeiros Militar do Estado de Rondônia,Funesbom,1517,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Manutenção da unidade administrativa e pagamento de servidores contratados por tempo determinado,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por Lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo",2024,3,Programa,2024,3
563,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1425,2075,"SEGURANÇA PÚBLICA, JUNTOS SOMOS MAIS EFICAZES",Segurança Pública e Cidadania da População do Estado de Rondônia,Todos habitantes do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"Prover o suporte necessário à operacionalização e execução das atividades-meio das unidades militares e FUMRESPOM, de modo a garantir o pleno funcionamento do exercício das atividades.",2024,3,Programa,2024,3
564,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1443,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Proporcionar melhores condições de trabalho e qualidade no atendimento aos usuários dos serviços da Polícia Militar de Rondônia, de forma mais eficiente e eficaz.",Todos habitantes do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Prover o suporte necessário à operacionalização e execução das atividades-meio das unidades militares e FUMRESPOM, de modo a garantir o pleno funcionamento do exercício das atividades administrativas.",2024,3,Programa,2024,3
565,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1689,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO","Implementar a execução de mecanismos de prevenção e repressão à criminalidade, reduzindo os indicadores de homicídio e violência nas áreas urbanas e rurais.",População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"Necessidade de revisão e execução de política de defesa civil, prevenção e repressão à criminalidade, de modo integrado, com a participação da sociedade, por meio dos Conselhos Comunitários de Segurança e Gabinetes de Gestão Integrada Municipais, com o foco na redução dos índices de criminalidade, tempo resposta nos atendimentos de emergência, refletindo no aumento da sensação de segurança à população do Estado.",2024,3,Programa,2024,3
566,15015,Fundo Especial de Modernização e Reaparelhamento da Polícia Militar do Estado de Rondônia,Fumrespom,1702,2087,PROGRAMA DE ENFRENTAMENTO À POBREZA,"O Fundo Estadual de Combate e Erradicação da Pobreza de Rondônia - FECOEP/RO, criado pela Lei Complementar nº 842 de 27 de novembro de 2015 e alterado pelas Leis Complementares nº 879/2016, 914/2016 e 1.016/2019, foi instituído para atender a população de Rondônia em situação de vulnerabilidade social, em especial aos em situação de pobreza e extrema pobreza, objetivando promover acesso aos serviços públicos essenciais para a superação dessas condições e melhoria da qualidade de vida dos rondonienses, através de programas e projetos que possuam finalidades compatíveis com as áreas previstas na legislação do Fundo, devidamente aprovados pelo Conselho Deliberativo do Fundo.","População rondoniense, em especial os em situação de pobreza e extrema pobreza",Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"A superação da situação de pobreza e extrema pobreza está diretamente ligada aos serviços públicos aos quais a população tem acesso, com a ampliação dos direitos sociais desde a promulgação da Constituição Federal de 1988, consequentemente ocorreu a necessidade do Estado em ampliar a gama de serviços prestados em todas as áreas de atuação, tanto em caráter de prevenção quanto de mitigação da situação atual, em especial no que se refere às áreas de assistência social, saúde, educação, segurança pública, cidadania, dentre outras. Considerando os índices de pessoas no Estado de Rondônia em situação de pobreza e extrema pobreza, faz-se necessária a adoção de políticas públicas efetivas para a diminuição desses índices e a consequente melhoria da qualidade de vida das pessoas atendidas. No bojo das políticas públicas que elevam o padrão de vida, destaca-se a oferta de programas, ações ou serviços que erradicam ou minimizam os efeitos nefastos da pobreza. 
Cabe gizar, embora a pobreza seja frequentemente associada à condição de privação de recursos monetários, é indispensável compreendê-la como fenômeno multifacetado e multidimensional (pobreza não monetária) que resulta na desproteção social do indivíduo. 
Uma das manifestações não monetárias da pobreza é insegurança alimentar e nutricional. O flagelo da fome está intimamente relacionado com sistemas de proteção social restritivos, nos quais há um comprometimento do amparo aos riscos inerentes à vida, tais como a perda do emprego, acometimento por doenças ou a incapacidade laboral. De modo geral, a exclusão do mercado de trabalho por quaisquer dos fatores anteriormente mencionados, seja pelas crises econômica ou decorrentes de pandemias como a de Covid-19, culminam em pobreza alimentar. Assim, o enfrentamento da pobreza, sob a ótica do presente programa orçamentário, reflete, sobretudo, a preocupação com os impactos da pobreza não monetária, em especial no enfrentamento das circunstâncias que geram insegurança alimentar e nutricional, sem, contudo, deixar de lado as ações e ofertas de serviços para mitigação das desvantagens sociais a que estão submetidos os indivíduos vivendo em situação de pobreza e extrema pobreza.",2024,3,Programa,2024,3
567,15017,Fundo Estadual de Segurança Pública,Funesp,1607,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Atender ao processo de realização de Concursos Públicos e Processos Seletivos.,"Secretaria de Estado da Segurança, Defesa e Cidadania e seus órgãos vinculados",Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,O programa tem a finalidade de atender ao processo de realização de Concursos Públicos e Processos Seletivos,2024,3,Programa,2024,3
568,15017,Fundo Estadual de Segurança Pública,Funesp,1609,2166,"SEGURANÇA PÚBLICA, INTEGRAÇÃO E PROTEÇÃO",Integrar e Modernizar a Secretaria de Estado da Segurança Pública e seus órgãos subordinados prestando segurança à sociedade. ,População do Estado de Rondônia,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"A implementação do programa é devido a necessidade de modernização e reestruturação dos órgãos que desempenham segurança pública e defesa civil no âmbito do Estado de Rondônia, com o foco na redução dos índices de criminalidade violenta de modo a melhorar o nível de segurança pública.  ",2024,3,Programa,2024,3
569,15020,Departamento Estadual de Trânsito,Detran,1558,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Prover a Unidade de recursos orçamentários e financeiros para atender as atividades administrativas, com aquisição de
bens e serviços, gestão de pessoal, Operações Especiais e outras, de natureza administrativa, classificadas como
despesas correntes e de capital.
",Unidades orçamentárias do poder executivo; servidores e população em geral do Estado,Segurança Pública,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à
eficiência e eficácia das Políticas Públicas do Poder Executivo
",2024,3,Programa,2024,3
570,15020,Departamento Estadual de Trânsito,Detran,1565,0000,OPERAÇÕES ESPECIAIS,"Controle e Acompanhamento bem como o pagamento da Dívida Pública do Estado Interna e Externa. Acompanhar os
novos contratos realizados ajustando o saldo devedor. Atender a demanda da Secretaria do Tesouro Nacional com
relação as dívidas do Estado",servidores publicos do estado de rondonia,Segurança Pública,continuo,2024-01-01T00:00:00,,Operação Especial,"O pagamento pontual das dívidas do Estado primam por não deixar que ocorram inadimplências, a fim de manter o Estado com suas
Certidões Negativas de débitos juntos a União e Bancos, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo. Atender
as sentenças do Poder Judiciário e Acordos judiciais.",2024,3,Programa,2024,3
571,15020,Departamento Estadual de Trânsito,Detran,1566,2002,EDUCAÇÃO E SEGURANÇA NO TRÂNSITO,"Sensibilizar a população sobre a importância de aumentar a atenção ao trânsito, bem como observar e cumprir a legislação de trânsito vigente, por meio de campanhas educativas, operações de fiscalização, parcerias com órgãos públicos e outras entidades, formação de condutores especializados, assim como atividades correlatas à conscientização educativa do trânsito.
","Condutores de veículos automotores, ciclistas, pedestres e transeuntes em geral",Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"A Organização Mundial da Saúde (OMS) prevê que até 2030 ocorrerão mais de 2,4 milhões de mortes por acidentes de trânsito, incluindo o Brasil. Acredita ainda que os índices de acidentes de trânsito representam a primeira maior causa de óbitos entre os indivíduos na faixa de 15 a 29 anos de idade (BRASIL, 2010; WAISELFISZ, 2012). Iniciativas como o Plano Nacional de Redução de Acidentes e Segurança Viária de 2011 - 2020, apresentado à época originalmente pela Organização das Nações Unidas - ONU, possui como diretrizes gerais o alcance da meta de redução de 50% dos acidentes de trânsito. Deste modo, para essa mudança, medidas sustentadas por cinco pilares devem ser tomadas: fiscalização, saúde, infraestrutura, segurança veicular e, principalmente, educação. 

Nesta linha, os pilares estabelecidos pela Organização das Nações Unidas - ONU, incluem: a capacitação de profissionais com conhecimento indispensável de Trânsito; implementação da Educação para o Trânsito com ações pedagógicas permanentes nas escolas; capilarização da Educação para o Trânsito, para a valorização da segurança, das regras e da cidadania no trânsito; difusão de políticas e ações com foco na promoção da vida no trânsito; e finalmente disponibilização de obras técnicas e científicas, artigos e outras informações de interesse da comunidade, relacionadas ao trânsito. 

Tendo o ""caráter educativo"" como uma de suas diretrizes primárias, esta Autarquia incumbe-se da atribuição de disseminar informações de cunho institucional, focando na conscientização do indivíduo que, no contexto da atual realidade brasileira, com uma profunda divisão social e uma injusta distribuição de renda, tem dificultado o desenvolvimento de um processo democrático que oportunize a inclusão de todos em uma sociedade na qual os valores de respeito, solidariedade, dignidade e honestidade estejam presentes. Tais dificuldades, porém, não podem se tornar elementos impeditivos de ações que oportunizem a formação de um indivíduo consciente, crítico, com valores morais éticos, movido por atitudes, hábitos e habilidades que possam vir a transformar essa realidade.

Legalmente, a propositura de ações visando educação e segurança no trânsito encontra respaldo na legislação estadual vigente que estabelece a estrutura organizacional ao Departamento Estadual de Trânsito do Estado de Rondônia - DETRAN/RO, nos moldes do Código de Trânsito Brasileiro - CTB.",2024,3,Programa,2024,3
572,15020,Departamento Estadual de Trânsito,Detran,1567,2171,CIDADE DO TRÂNSITO,"Fomentar a construção da Cidade do Trânsito, unidade para integração física da sede administrativa e estabelecimentos funcionais do Departamento Estadual de Trânsito do Estado de Rondônia.",Servidores e população em Geral.,Segurança Pública,temporário,2024-01-01T00:00:00,2027-12-01T00:00:00,Finalístico,"O Município de Porto Velho possui diversas unidades administrativas e funcionais que - a exceção dos postos avançados - descentralizam as Diretorias Técnicas e setores subordinados à locais diversos, dificultando por vezes o acesso, tanto de servidores quanto da população às principais unidades de atividade-meio da Autarquia. Desta feita, sob égide motriz do princípio da eficiência, conforme elencado no Art. 37, caput, da Constituição Federal, a integração de diversas unidades, inclusive unidades funcionais, como pistas de testes e treinamento, permitirá acelerar o atendimento e comunicação administrativa das unidades, assim como garantir a economicidade financeira de custos administrativos de manutenção, deslocamento e realocação estratégica de bens patrimoniais e servidores públicos relotados.",2024,3,Programa,2024,3
573,15020,Departamento Estadual de Trânsito,Detran,1568,2170,DETRAN CIDADÃO,"Promover ações sociais visando auxiliar pessoas de baixo poder aquisitivo e/ou em situação de vulnerabilidade a obter a primeira habilitação e/ou mudanças de categorias, com atuação descentralizada, sob enfoques de classe social, pessoas em situação de vulnerabilidade, alunos que já possuam 18 (dezoito) anos completos e tenha concluído o programa “CNH na Escola"", bem como promover a realização de convênios e parcerias estratégicas junto aos municípios com enfoque na gestão do tráfego e melhoria do trânsito sob eixos da segurança, educação, fiscalização e engenharia de tráfego.",Toda sociedade rondoniense,Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"A independência pessoal, como motriz cumprimento do direito constitucional à liberdade depende em grande parte da capacidade que o indivíduo possui de se locomover. Em diversas situações, pessoas em situação de vulnerabilidade financeira e social encontram dificuldade em alcançar a liberdade plena de locomoção devido aos custos envolvidos na emissão de suas habilitações veiculares. 

Economicamente, a falta de habilitação veicular pode engessar a progressão funcional de futuros profissionais que pretendem utilizar o meio de transporte privado como principal aparato de deslocamento profissional, ou - em casos exponencialmente crescentes - como ponto central da própria profissão. 

Sabe-se que – originalmente – os pilares de investimento público do DETRAN se concentram em Educação, Fiscalização e Engenharia de Tráfego. Tais ações são realizadas diretamente pela Autarquia ou indiretamente por meio de parceiros credenciados, a exemplo dos convênios municipais de sinalização vertical e horizontal. As ações sociais pretendidas atendem – difusamente – as atribuições correlatas estabelecidas por legislação estadual vigente, as quais incumbiram o Departamento Estadual de Trânsito de adotar um quarto – e igualmente importante – viés social na prática de suas atividades. 

Portanto os olhares atentos da sociedade às atividades desenvolvidas pelo governo que, por sua vez, tem como princípio básico prestar serviços que supram as necessidades coletivas de forma eficiente e eficaz, indicam a importância do gestor público em ter como preceitos motrizes modernos para administrar o setor público. A importância dessas visões na gestão pública tem como vertente o desenvolvimento social que afeta diretamente a sociedade como um todo, contribuindo na melhoria dos serviços públicos prestados a sociedade.",2024,3,Programa,2024,3
574,15020,Departamento Estadual de Trânsito,Detran,1569,2172,HABILITAÇÃO DE CONDUTORES E VEÍCULOS,"Fomentar: a habilitação de condutores aptos a conduzir veículos automotores em conformidade com a legislação em vigor, a realização de exames práticos e teóricos eficazes na internalização do conhecimento e diretrizes éticas de tráfego, a fiscalização e vistoria de empresas credenciadas para prestação de serviços de condutores (Centros de Formação de Condutores, Clínicas Médicas e Psicológicas) e serviços relacionados a veículos (Empresas Credenciadas de Vistoria e Estampadoras de Placas) e a execução de serviços correlatos às unidades gerenciais, técnicas e operacionais de habilitação e veículos.","Condutores de veículos automotores, ciclistas, pedestres e transeuntes em geral",Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"Três pontos são consensuais entre todos os profissionais que laboram com a temática de trânsito no Brasil. Primeiramente, a educação para o trânsito é absolutamente imprescindível para reduzir a grande acidentalidade de trânsito do país e transformar o espaço público de deslocamento em um espaço de melhor convívio social. Ademais, a educação para o trânsito não tem sido tratada com a importância que deve ter. Senda reta, é necessário aperfeiçoar os conteúdos programáticos relativos à educação para o trânsito no ensino fundamental.

No caso dos Centros de Formação de Condutores, os esclarecimentos ministrados em sala de aula, não devem ficar no campo meramente informativo, mas, sobretudo, deve se buscar que os mesmos se tornem valiosas lições para que os alunos refletirem sobre a temática debatida, neste caso o trânsito, bem como seus comportamentos ao dirigir, sendo portanto responsabilidade destes institutos não apenas ensinar o domínio do veículo, mas também de conscientizar aos futuros motoristas sobre a realidade complexa que o mesmo está inserido, demonstrando e conscientizando sobre a premente necessidade de se sentirem responsáveis por suas atitudes e eventuais falhas no trânsito. Por conseguinte, compete ao Departamento Estadual de Trânsito a responsabilidade de garantir que este ensinamento está sendo corretamente repassado e - diretamente - absorvido.

Sendo o trânsito um organismo de constante transformação, constitui-se em um ambiente complexo onde há uma convivência indissociável entre pedestre, motociclista, ciclista e diversos outros atores. O pretenso condutor está inserido no trânsito como pedestre ou passageiro e possui valores e conceitos pré-estabelecidos sobre o trânsito que devem ser testados e eticamente validados quando do momento de sua habilitação, como garantia futura de minimizar os acidentes automobilísticos que ocorrem anualmente no Estado de Rondônia.

Situação semelhante se aplica à correta e minuciosa fiscalização das Empresas Credenciadas de Vistoria dos veículos que compõem a frota comum de tráfego do Estado de Rondônia. A proba correição e auditoria das empresas atinge diretamente o número de veículos que provocam sinistros de trânsito, desde leves até gravíssimos, devido a falhas técnicas e mecânicas envolvendo componentes que deveriam ter sido corretamente vetados pelas empresas.

Nesta seara, compete legalmente ao Departamento Estadual de Trânsito do Estado de Rondônia o fomento de ações que incentivem a habilitação de condutores, fiscalização e vistoria de veículos, bem como a correta transmissão de conhecimento técnico e ético aos futuros condutores, sob garantia de um trânsito mais seguro.",2024,3,Programa,2024,3
575,15020,Departamento Estadual de Trânsito,Detran,1573,2174,MODERNIZAÇÃO DO DETRAN/RO,"Fomentar a modernização, atualização e segurança de dados dos sistemas informáticos, a modernização administrativa e gerencial do patrimônio, a construção e reforma das sedes e unidades adjacentes, a atualização, capacitação e melhoria de qualidade de vida dos servidores públicos, bem como implementação de novas metodologias no Departamento Estadual de Trânsito do Estado de Rondônia.","Administração pública em geral, usuários e população em geral.",Segurança Pública,continuo,2024-01-01T00:00:00,,Finalístico,"O Departamento Estadual de Trânsito possui atribuições baseadas nos pilares da Educação, Fiscalização e Engenharia de Tráfego, as quais exigem o constante uso de ferramentas tecnológicas para a garantia de suas execuções, tanto em macro escala - no gerenciamento das atividades de educação e fiscalização - quanto em microescala - nas ferramentas diretas de captação de estatísticas de trânsito - as quais não podem sucumbir à estagnação temporal inerentes à natureza da tecnologia da informação. 

O fomento da modernização tecnológica atinge diretamente a eficácia do serviço a ser acessado pelo cidadão, a eficiência - leia-se: celeridade - com a qual consegue alcançar seu objetivo de atendimento, bem como a efetividade do cumprimento deste serviço. Uma vez que novas tecnologias - a exemplo do advento da Inteligência Artificial - o qual renasceu sob força herculana, propõe o desafio de proporções igualmente herculanas ao Departamento Estadual de Trânsito: garantir que os servidores e o cidadão - como é de seu direito - tenha acesso às ferramentas tecnológicas mais avançadas sob égide do cumprimento das atribuições funcionais da Autarquia.

Esta modernização ocorre não só por meio do fomento de sistemas informáticos mais avançados, como também na implementação de sistemas com enfoque em modernização administrativa e gerencial no patrimônios dos recursos físicos e financeiros disponíveis pela Autarquia, garantindo uma aplicação mais ordenada.

Em igual forma, a modernização tecnológica e melhor gerência patrimonial exigem a manutenção de sedes e unidades adjacentes bem estruturadas e seguras, como forma de proteção e segurança da vida e bem-estar dos servidores e cidadãos-usuários, bem como garantia de conservação do patrimônio físico e financeiro da Autarquia.",2024,3,Programa,2024,3
576,16001,Secretaria de Estado da Educação,Seduc,1456,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"O programa busca garantir a execução de atividades-meios para  o bom desenvolvimento das funções operacionais-fins, assegurando  a manutenção  do órgão/unidades administrativas da educação básica.","Servidores, fornecedores, conselheiros, prestadores de serviços e estagiários.",Educação,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Manter  órgão/unidades administrativas e Conselhos da Educação Básica,  com aquisição de bens e/ou  serviços, remuneração de pessoal e encargos, programa de estágio, programa amigo voluntáio, pagamento de verbas indenizatórias e rescisórias, despesas contínuada de manutenção administrativa e repasse financeiro, dando suporte às atividades fins.",2024,3,Programa,2024,3
